restaurant_id;name;address;street1;street2;city;state;country;postal_code;latitude;longitude;phone;email;website;tripadvisor_location_id;tripadvisor_url;tripadvisor_rating;tripadvisor_rating_image_url;tripadvisor_review_count;tripadvisor_ranking_string;tripadvisor_price_level;tripadvisor_cuisine;ta_photo_1_url;ta_photo_1_caption;ta_photo_2_url;ta_photo_2_caption;ta_photo_3_url;ta_photo_3_caption;ta_photo_4_url;ta_photo_4_caption;ta_photo_5_url;ta_photo_5_caption;ta_review_1_text;ta_review_1_rating;ta_review_1_date;ta_review_1_title;ta_review_1_author;ta_review_2_text;ta_review_2_rating;ta_review_2_date;ta_review_2_title;ta_review_2_author;ta_review_3_text;ta_review_3_rating;ta_review_3_date;ta_review_3_title;ta_review_3_author;ta_review_4_text;ta_review_4_rating;ta_review_4_date;ta_review_4_title;ta_review_4_author;ta_review_5_text;ta_review_5_rating;ta_review_5_date;ta_review_5_title;ta_review_5_author;data_collected_at;api_calls_used
1459;Luca Cafe;;N 10;;Ýstanbul;;Türkiye;;41,09889;28,863903;+90 212 234 09 59;;;27568275;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27568275-Reviews-Luca_Cafe-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:02.050314;3
1460;Imren Et Lokantasi;;Cem Sultan Sokak 6;;Ýstanbul;;Türkiye;34160;41,01753;28,860703;+90 212 642 75 98;;;33383883;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d33383883-Reviews-Imren_Et_Lokantasi-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:05.725256;3
1461;Bistrot Francais;;Þehit Muhtar Mahallesi, Ýstiklal Caddesi No: 4;Beyoðlu;Ýstanbul;;Türkiye;34437;41,09957;28,789272;+90 212 243 06 03;;http://www.bistrot.com.tr;3736503;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d3736503-Reviews-Bistrot_Francais-Istanbul.html?m=66827;3,8;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/4.0-66827-5.svg;17;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 3.764. sýrada;$$ - $$$;italian, french, turkish;https://media-cdn.tripadvisor.com/media/photo-s/07/a0/cc/7b/cafe-francais.jpg;Cafe Francais;https://media-cdn.tripadvisor.com/media/photo-s/05/3c/41/cd/entree-cote-istiklal.jpg;entree cote istiklal caddesi;https://media-cdn.tripadvisor.com/media/photo-o/06/55/39/d3/extra-menu-on-istiklal.jpg;Extra menu on Ýstiklal Street;https://media-cdn.tripadvisor.com/media/photo-s/19/22/61/e8/photo2jpg.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/19/22/61/e7/photo1jpg.jpg;;"Taksim’de fransýz konsolosluðun içinde kalan kafe, konsolosluðun güvenliðine baþ vurarak girebileceðiniz, saklý bir bistro.
Konsolosluðun bahçesindeki aðaçlar altýnda, Taksim’in curcunasýndan uzak tatlý yiyebilir ve kahve içebilirsiniz.
Tatlýlarýn lezzetleri tatminkâr ve kahveleri fena olmamakla beraber, servisde kullandýklarý fincaný beðenmedim.
Taksim’in gürültüsünden uzaklaþmak, sakin bir ortamda, kahve içip sohbet etmek için önerilir.
";4;2019-09-05T15:07:32Z;Gitmeye deðer ;lezzetgezgini;sakin seckin huzurlu...calisanlar oldukca ilgili....guvenlikten gecmek biraz sýkýcý ama gerek goruldugunden var tabii....;4;2015-03-28T10:46:33Z;seviyorum;medusavebeyza;;;;;;;;;;;;;;;;2025-11-07T21:21:09.503976;3
1462;Trend Adiyaman Cigkofte;;Kibris Cd. 20;;Ýstanbul;;Türkiye;34260;41,101673;28,896421;+90 530 613 94 67;;https://trendadiyamancigkofte.com;33389020;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d33389020-Reviews-Trend_Adiyaman_Cigkofte-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:13.057373;3
1463;Tatlim Kebap & Doner Salonu;;Oruc Reis Mah. Barbaros Cad. 543. Sok. No:2;Sanayi, Esenler;Ýstanbul;;Türkiye;;41,06519;28,8579;4308207;;;2683852;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2683852-Reviews-Tatlim_Kebap_Doner_Salonu-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:16.720695;3
1464;Kebab sciao bela;;Via bella Istanbul ;Proprietà di Abdul il kebabbino;Ýstanbul;;Türkiye;34010;41,01749;28,874207;+90 456 987 12 34;sciaobela.kebabbozzo@gmail.com;https://kebabbinotattico.com;26722385;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d26722385-Reviews-Kebab_sciao_bela-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:20.242862;3
1465;Aksa Kardeþler Kebap Salonu;;Oruçreis Mah. Barbaros Cad. 551. Sok. No: 2;Esenler;Ýstanbul;;Türkiye;;41,06345;28,85609;+90 212 430 29 24;;;2683829;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2683829-Reviews-Aksa_Kardesler_Kebap_Salonu-Istanbul.html?m=66827;4;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/4.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 7.322. sýrada;;;;;;;;;;;;;"Porsiyon kebap ile birlikte ezme, ve garnitür servis ediliyor. 
Kebaplar lezzetli ve porsiyonlar doyurucu. 
Lahmacun bir tanesiyle doyacak kadar büyük ve hamuru çýtýr.
Açýk ayranlarý var.";4;2019-08-07T03:59:09Z;Uygun fiyat, doyurucu porsiyonlar ve hýzlý servis;rasrasrasrasras;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:24.742937;3
1466;Altin Dilim Borek Salonu Boregin Piri Ercan Karakus;;Mahmutby Cd Altin Dilim Borek Salonu Kocasinan;;Ýstanbul;;Türkiye;34;41,017464;28,841558;+90 538 442 14 98;;;27584255;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27584255-Reviews-Altin_Dilim_Borek_Salonu_Boregin_Piri_Ercan_Karakus-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:28.337848;3
1467;OCAKBAÞI DÜRÜM VE KEBAP SALONU;;Hasircilar cad no 62;Eminonu;Ýstanbul;;Türkiye;;41,01681;28,86866;+90 212 526 32 29;;;2725722;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2725722-Reviews-Ocakbasi-Istanbul.html?m=66827;4,2;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/4.0-66827-5.svg;5;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 4.529. sýrada;;turkish;https://media-cdn.tripadvisor.com/media/photo-s/0d/d8/20/16/ocakbasi-durum-ve-kebap.jpg;OCAKBAÞI DÜRÜM VE KEBAP SALONU;https://media-cdn.tripadvisor.com/media/photo-s/1a/1c/8a/64/img-20191120-130713-largejpg.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/1a/1c/6c/18/lecker.jpg;Lecker!;https://media-cdn.tripadvisor.com/media/photo-s/1a/1c/68/ec/ocakbasi.jpg;;;;Mekan salaþ, beklendiði gibi kalabalýk, fiyatlar uygun ancak lezzet için yorumum vasat üstü. Biz çöp þiþ yedik etin yumuþaklýðý iyiydi ancak biraz yanmýþtý. Ayrýca yedikten sonra karýn aðrýsý yaptý belki içine koyduklarý yaðdan olabilir. Haritalar yorumundan bakarak gittik. Çok iyi yorumlar yapýlmýþtý ne yazýk ki ben bir daha gitmem. ;3;2022-12-03T12:33:12Z;Aranacak bir yer deðil.;mecelik4460;"Kebab yemek istiyorsanýz bir de güngören yakýnlarýnda iseniz tavsiye ederim. 
Güler yüzlü calýþanlarý ile  yediðiniz kebabýn tadý aðzýnýzda kalacak. 
Aile ile gidebileceðiniz temiz bir mekan. ";5;2019-07-31T02:11:03Z;Kebab yemek istiyorsanýz ;fikretoguz;Et kalitesi superdi. herkesin tatmasý gerek olduðunu düþünüyorum. servisin biraz yavaþ olmasý dýþýnda herþey güzeldi. çalýþanlara tekrar teþekkür ederim.;4;2014-10-09T08:30:57Z;TEÞEKKÜR;chicagopizzahalkali;;;;;;;;;;;2025-11-07T21:21:31.997129;3
1468;Sara Pide ve Borek;;Baþakþehir Mahallesi;;Ýstanbul;;Türkiye;34480;41,10141;28,7883;;;;17675579;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d17675579-Reviews-Sara_Pide_ve_Borek-Istanbul.html?m=66827;2,5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/2.5-66827-5.svg;2;Ýstanbul bölgesindeki 14.880 Yemek Mekanlarý arasýndan 8.782. sýrada;;turkish;https://media-cdn.tripadvisor.com/media/photo-s/2a/d1/c4/22/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/2a/d1/c4/23/caption.jpg;;;;;;;;Bol kýllý fotoðraflarda görüldüðü gibi, personellerde gayet lakayt ilk ve sondu. Bunu söyleyince çok da umurlarýnda deðil zaten, bi bone bi maske takmak çok zor olmamalý.;1;2023-11-15T06:59:23Z;Kýllý börekler;Happiness20545579885;Uzun zamandýr sabahlarý uðradýðým bu yer lezzet noktasýnda açýldýðýndan beri istikrarýný korumaktadýr. Fiyatlarý gayet ugundur. Özellikle kýr pidelerinin çok lezzetli olduðunu söyleyebilirim. Sýradan bir börekçi olsada hizmet ve lezzet kalitesini bozmadan koruyan iyi bir iþletmedir. Bu sebeple rahatlýkla tavsiye ederim. ;4;2019-07-01T14:19:58Z;Lezzet ve Uygun fiyat;hasanecevitt;;;;;;;;;;;;;;;;2025-11-07T21:21:35.792960;3
1469;Smoky House Cafe;;1370 Sk;;Ýstanbul;;Türkiye;34260;41,10613;28,8963;+90 542 494 05 65;;;27602702;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27602702-Reviews-Smoky_House_Cafe-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:40.458830;3
1470;Ikizler Antep Sofrasi;;Adnan Kahveci Blv. 111b;;Ýstanbul;;Türkiye;34165;41,017742;28,881765;;;;33356678;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d33356678-Reviews-Ikizler_Antep_Sofrasi-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:21:44.073681;3
1471;Starbucks;;Adnan Kahveci Mah. Anadolu Cad.  No:30;Beylikdüzü Teras Park;Ýstanbul;;Türkiye;34528;41,00338;28,635422;+90 850 955 2249;;https://www.starbucks.com.tr/?utm_source=extnet&utm_medium=yext&y_source=1_MTAyMDIwODM2My03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D;27491501;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27491501-Reviews-Starbucks-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:23:43.545045;3
1472;Sarýyer börekçisi;;Mustafakurdoðlu CD. No 4 daire 2 beylikdüzü;;Ýstanbul;;Türkiye;;41,003773;28,665043;+90 534 352 36 50;;;24061936;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d24061936-Reviews-SarIyer_borekcisi-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:23:47.517495;3
1473;Üsküplü Paça Ýþkembe;;Bahçeþehir 1;Kýsým Mah. Süzer Blvr Tarihi Üsküp Ýþkembecisi No. 6;Ýstanbul;;Türkiye;34538;41,086815;28,651854;+90 212 843 27 91;;https://uskuppaca.com;27733014;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27733014-Reviews-Uskuplu_Paca_Iskembe-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 5.382. sýrada;;soups;https://media-cdn.tripadvisor.com/media/photo-s/2c/23/e8/66/bafra-pide.jpg;Bafra Pide;https://media-cdn.tripadvisor.com/media/photo-s/2c/c2/87/64/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/2c/23/e8/a4/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-o/2c/23/e8/a3/caption.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/2c/23/e8/a2/caption.jpg;;Geleneksel lezzetlerin bulunduðu yer. Kelle paça arnavut ciðeri ve lahmacunu güzel. Çay ikramý da mukemmel ferah bir yer.;5;2024-07-05T17:30:10Z;Harika;638_sk_p_;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:23:52.192795;3
1474;Konyalite Etli Ekmek;;Beylikduzu Mah. Birlik Sanayi Sitesi 2. Cad. Kelesoglu Plaza No:106 D:6;Kavakli, Beylikduzu;Ýstanbul;;Türkiye;;41,00409;28,6815;8764242;;;2674697;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2674697-Reviews-Konyalite_Etli_Ekmek-Istanbul.html?m=66827;;;0;;;turkish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:23:56.001557;3
1475;Rivano Pizza Cafe Restaurant;;Adnan Kahveci Caddesi No: 142A/1;Cumhuriyet Mahallesi, Kartal, Türkiye Finans Genel Müdürlüðü karþýsý;Ýstanbul;;Türkiye;34555;41,12193;28,62725;+90 216 309 55 55;;https://www.facebook.com/rivanopizza/?fref=nf;10522859;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d10522859-Reviews-Rivano_Pizza_Cafe_Restaurant-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 7.085. sýrada;;pizza;;;;;;;;;;;dünya mutfaðýnda makarnalar salatalar tava yemekleri steaklar pizzalar hepsi ayrý lezzetli kailteli çok temiz bir mekan;5;2016-07-01T10:09:09Z;dünya mutfaðýnýn vazgeçilmez adresi;ahmetturans2016;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:02.489851;3
1476;Gölköy Restaurant;;Karaaðaç Köyü Dostluk Caddesi Büyükçekmece;Karaaðaç Köyü, Köy Yolu Üzeri;Ýstanbul;;Türkiye;34900;41,10777;28,585903;+90 533 965 65 25;info@golkoyrestaurant.com;http://www.golkoyrestaurant.com;10543875;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d10543875-Reviews-Golkoy_Restaurant-Istanbul.html?m=66827;3,4;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;9;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 8.628. sýrada;$$$$;turkish, grill;https://media-cdn.tripadvisor.com/media/photo-s/29/15/43/41/golkoy-restaurant-karaagac.jpg;Gölköy Restaurant Karaaðaç Büyükçekmece;https://media-cdn.tripadvisor.com/media/photo-s/0c/13/34/d3/golkoy.jpg;Gölköy;https://media-cdn.tripadvisor.com/media/photo-s/0c/13/34/d2/localar.jpg;Localar;https://media-cdn.tripadvisor.com/media/photo-s/29/15/43/45/golkoy-restaurant-karaagac.jpg;Gölköy Restaurant Karaaðaç Büyükçekmece;https://media-cdn.tripadvisor.com/media/photo-s/29/15/43/44/golkoy-restaurant-karaagac.jpg;Gölköy Restaurant Karaaðaç Büyükçekmece;Tam bir kazýk yeri kimseye tavsiye etmiyorum 4 kiþi yemek ve raký 10000 TL hesap aldýlar ayreten masa parasý 500 TL aliyorlar siz siz olun sakina gitmeyin bu restoran sahipleri kar ettiklerini düþünüyor kar terbiyesizlik baþka birþey deðil;1;2025-10-05T06:02:00Z;Gol koy resoran;orhana795;Mekan, manzara ortam çok keyifli ama fiyatlar mantýksýz derecede kazýklandýðýnýzý anlýyorsunuz. 4 kiþi içki yok, köfte, et salata ya 6000tl ödedik. Bir daha da önünden geçmeyiz. Yazýk, kâr ettiklerini sanýyorlar ama müþteri kaybediyorlar. Kimseye de tavsiye etmem.;1;2024-12-15T13:49:35Z;Fiyat;mehtapk738;Hiç ilgilenen yok biz çýkýp garson arýyoduk ne servis deðiþtirme ne istek sorma etleri yemek için saðlam diþ lazým çoban salataya 2 küçük salatalýk düþmüþ nasýlsa daha önce gittiðimizde böyle deðildi çok bozulmuþ yazýk birdahada gitmem.;2;2020-09-13T16:32:58Z;Yemekmi yedik garsonmu aradýk;476ay_eg_le;ortam fena deðil ama ödenen fiyata verilen hizmet tartýþýlýr... Ortalama fiyatýn çok üstünde ne yazýkki...;3;2018-11-26T08:22:22Z;Pahalý;440figen_;Günün her saati gidebileceðiniz bir yer. Etleri ve mezeleri lezzetli. Kýþýn localarda soba yanarken ortam birden deðiþiveriyor. Pazar günleri güzel havalarda manzaraya karþý açýk havada oturmak insaný dinlendiriyor. Özellikle kýþ günlerinde sýk sýk gittiðimiz bir yer. Tavsiye ederim.;5;2017-02-09T08:28:35Z;Huzur dolu...;bttrfly34;2025-11-07T21:24:09.253922;3
1477;McDonald's;;Saadetdere Mah. 68. Sok. Torium Alýþveriþ Merkezi No:50 K:3 D:R15 Esenyurt, Esenyurt;;Ýstanbul;;Türkiye;;41,00391;28,688354;6995272;;http://www.mcdonalds.com.tr;3442392;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d3442392-Reviews-McDonald_s-Istanbul.html?m=66827;;;0;;;fast_food;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:13.771429;3
1478;Starbucks;;Saadetdere Mah.;68. Sokak Torium No:50 D:263;Ýstanbul;;Türkiye;34513;41,00392;28,687965;+90 850 212 6840;;https://www.starbucks.com.tr/?utm_source=extnet&utm_medium=yext&y_source=1_MTAyMDIwODU0Ny03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D;27496671;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27496671-Reviews-Starbucks-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:19.062918;3
1479;Lochka Cafe & Restaurant;;Anadolu Cad. No:52;AdnanKahveci Mah.;Ýstanbul;;Türkiye;34520;41,00339;28,62701;+90 212 809 25 04;;http://www.lochka.com/;15060594;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d15060594-Reviews-Lochka_Cafe_Restaurant-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 6.762. sýrada;$;european;https://media-cdn.tripadvisor.com/media/photo-s/14/66/c5/82/meating-room.jpg;meating room;https://media-cdn.tripadvisor.com/media/photo-s/14/66/d0/6e/cok-sik.jpg;çok þýk;https://media-cdn.tripadvisor.com/media/photo-s/14/66/c5/87/mescid.jpg;mescid;https://media-cdn.tripadvisor.com/media/photo-s/14/66/c5/7f/child-playroom.jpg;chýld playroom;https://media-cdn.tripadvisor.com/media/photo-s/14/66/c5/76/wc-exculusive.jpg;wc exculusýve;"DÜNYA MUTFAGININ ÇOK ÖZEL ÜRÜNLERÝNÝ GÜZEL BÝR SUNUMLA TADABÝLECEGÝNÝZ AÝLENÝZLE GÝDÝLEBÝLECEK TATLINIZI YÝYÝP BÝRDE  KAHVEYLE NARGÝLE KEYFÝ YAPICAGINIZ HUZUR VEREN ÇOK ÞIK BÝR  MEKAN
Dünya mutfagýnýn eþsiz yemeklerini çok keyifli bir sunumla tadabileceginiz ailenizle gidilebilecek tatlýdan sonra kahveyle nargile keyfi yapýcagýnýz huzur veren çok þýk bir mekan tavsiye ediyorum.";5;2018-08-31T04:29:11Z;Huzurlu çok þýk bir mekan.;kemalo519;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:23.191387;3
1480;Yesil Vadi Cafe;;Buyuksehir Mah. Camlik Sok. No:35/A;Kavakli, Beylikduzu;Ýstanbul;;Türkiye;;41,08963;28,669;8738990;;;2684925;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d2684925-Reviews-Yesil_Vadi_Cafe-Istanbul.html?m=66827;3,7;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg;3;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 7.119. sýrada;;fast_food;https://media-cdn.tripadvisor.com/media/photo-s/2e/4c/08/32/caption.jpg;;;;;;;;;;Güzel bir lokasyon, istekli, çalýþkan bir ekip, minikler için açýkhavada kaz ve ördeklerle buluþma keyfi, tavsiye ederim. ;5;2024-12-08T07:01:23Z;Memnun kaldým, tavsiye ederim.;sedam2023;Kahvaltýya geldim hiç Memnun kalmadým. Sigara böreði soðuk kuruydu. Piþi soðuktu domates beklemiþ tadý bozuktu.çokokrem üzeri kabuk olmuþ beklemekten patatesler soðuk yumuþamýþtý kahvaltýya gelip aç kalktýk tavsiye etmem;1;2023-06-25T04:21:23Z;Memnun kalmadým tavsiye etmem;606sevin_m;peyzajý, önündeki yolun sessiz oluþu, hafif rüzgarýn oturma süresini uzatmasý. Sade fakat bilinmeyen bir hazine gibi geldi bana. ýsrarla öneririm.;5;2013-05-04T09:19:31Z;kuþbaþý dürüm ve çayýn inanýlmaz lezzeti;AtillaG_13;;;;;;;;;;;2025-11-07T21:24:29.063503;3
1481;Zamani pizza;;Old city;;Ýstanbul;;Türkiye;;41,09278;28,67442;5302115;;;4750270;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d4750270-Reviews-Zamani_pizza-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 7.227. sýrada;$$ - $$$;italian;https://media-cdn.tripadvisor.com/media/photo-s/04/68/e6/e5/getlstd-property-photo.jpg;getlstd_property_photo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:35.693958;3
1482;Mavi Ay Et Lokantasý;;Nurettin Sözer Cad. Onur Ýþ Merkezi No:16/B;Hadýmköy;Ýstanbul;;Türkiye;34394;41,15046;28,62584;+90 212 771 04 52;;;3373878;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d3373878-Reviews-Mavi_Ay_Et_Lokantasi-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 6.537. sýrada;;turkish;;;;;;;;;;;hadýmköyün demirbaþ lokantalarýndan. bir kaç çeþit sebzeli, tavuklu ve etli sulu yemekleri çýkar. bunun dýþýnda dönerleri çok lezzetlidir.;5;2019-09-09T02:11:16Z;lezzetli ev yemekleri;missmeran;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:40.526461;3
1483;Blackk New Generation;;Koza Mah. 1638. Sokak No:718 Koza Park;;Ýstanbul;;Türkiye;34538;41,096687;28,658524;+90 546 657 85 75;;;27595087;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27595087-Reviews-Blackk_New_Generation-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:44.178531;3
1484;Alfa Cafe Restaurant;;Büyük Þehir Mah. Anadolu Caddesi No: 30/24-25;Beylikdüzü, Teras Park AVM;Ýstanbul;;Türkiye;34520;41,003304;28,638031;+90 212 873 10 20;info@beerandmore.com.tr;https://www.facebook.com/beerandmorebeylikduzu1/;12433631;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d12433631-Reviews-Alfa_Cafe_Restaurant-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;2;Ýstanbul bölgesindeki 14.879 Yemek Mekanlarý arasýndan 6.948. sýrada;;pizza, pub;https://media-cdn.tripadvisor.com/media/photo-p/0f/4c/c5/91/img-20170516-160016-690.jpg;;https://media-cdn.tripadvisor.com/media/photo-p/0f/4c/c5/98/img-20170301-225701-016.jpg;;https://media-cdn.tripadvisor.com/media/photo-s/18/01/59/5b/alfa-cafe-restaurant.jpg;Alfa Cafe Restaurant;https://media-cdn.tripadvisor.com/media/photo-s/18/01/59/5a/alfa-cafe-restaurant.jpg;Alfa Cafe Restaurant;https://media-cdn.tripadvisor.com/media/photo-s/18/01/59/56/alfa-cafe-restaurant.jpg;Alfa Cafe Restaurant;Leziz yemekler ..retro dizayn..ozenle seçilen müzikler.. geniþ alkol çeþidi,temizlik ve hijyene özen gösteren, keyifli zaman geçirmek için harika bir yer;5;2017-06-28T20:33:24Z;Super;beerandmore;"Gelmeli..görmeli.. tatmalý ??harika 
..retro dizayn ,özenle hazýrlanan yiyecek ve içecekler, kusursuz servis anlayýþý,sýcak amber ýþýklandýrmasý,ekranlarda dönen spor ve müzik kanallarý,blues ,jazz , soft rock müzikler , oldukça geniþ bar ve mutfak mönüsü ,keyifli saatler geçirmek için oldukça ideal ve uygun fiyatlar..";5;2017-05-17T15:09:30Z;Beer&More Beylikdüzü ;beerandmore;;;;;;;;;;;;;;;;2025-11-07T21:24:47.885070;3
1485;Espressolab;;Alkent 2000 Mah. Hadýmköy Yolu Cad. Büyükçekmece;;Ýstanbul;;Türkiye;34500;41,091568;28,619043;+90 444 8 464;;https://www.espressolab.com/subeler/istanbul-universitesi--hadimkoy/;27558477;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d27558477-Reviews-Espressolab-Istanbul.html?m=66827;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:55.328239;3
1486;Öz Urfa Kebap;;Hürriyet Bulvarý No: 48/11;Beylikdüzü, Yakuplu, Hayat Plaza;Ýstanbul;;Türkiye;34524;41,00409;28,66565;+90 212 876 57 78;info@ozurfakebapsalonu.com;http://www.ozurfakebapsalonu.com;12684485;https://www.tripadvisor.com.tr/Restaurant_Review-g293974-d12684485-Reviews-Oz_Urfa_Kebap-Istanbul.html?m=66827;5;https://www.tripadvisor.com.tr/img/cdsi/img2/ratings/traveler/5.0-66827-5.svg;1;Ýstanbul bölgesindeki 14.880 Yemek Mekanlarý arasýndan 6.442. sýrada;;turkish;https://media-cdn.tripadvisor.com/media/photo-s/1a/4b/6d/d2/oz-urfa-kebap.jpg;;https://media-cdn.tripadvisor.com/media/photo-o/16/ed/82/ad/oz-urfa-kebap.jpg;Öz Urfa Kebap;https://media-cdn.tripadvisor.com/media/photo-s/1a/4b/6d/ca/oz-urfa-kebap.jpg;;;;;;"Lahmacunu, kuzucigeri, mercimek corbasi, lavasi, köpüklü acik ayrani, cig köftesi,
sis kebabi, Coban salatasi harika idi.

Cok hijyenik ve temiz, lezetli bir kebab salonu aramayin buraya gidin. Fiyatlarida normal.

Simdiden afiyet olsun";5;2019-12-14T18:22:11Z;Öz Urfa kebab salonu;630murato;;;;;;;;;;;;;;;;;;;;;2025-11-07T21:24:59.340013;3
